PLANT_NAME,MATERIAL_NAME,Month,UNRESRICTED_STOCK_KT,Inbound_KT,Outbound_KT,POLYMER_TYPE,SHELF_LIFE_IN_MONTH,DOWNGRADE_VALUE_LOST_PERCENT,Lag_Inv,Lag_Inb,Lag_Outb,Month_Number,Month_sin,Month_cos
CHINA-WAREHOUSE,MAT-0356,2024-05-01,0.060875,0.3905,0.22571000000000002,P-001,7,15,0.047825,0.23925,0.20968,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0356,2024-06-01,0.711025,0.2475,0.07833,P-001,7,15,0.060875,0.3905,0.22571000000000002,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0356,2024-07-01,0.8263,0.297,0.08262,P-001,7,15,0.711025,0.2475,0.07833,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0356,2024-08-01,0.5348,0.0,0.14303,P-001,7,15,0.8263,0.297,0.08262,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0356,2024-09-01,0.65665,0.0,0.17516,P-001,7,15,0.5348,0.0,0.14303,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0356,2024-10-01,0.5050749999999999,0.07425000000000001,0.15164,P-001,7,15,0.65665,0.0,0.17516,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0356,2024-11-01,0.43932499999999997,0.099,0.14004,P-001,7,15,0.5050749999999999,0.07425000000000001,0.15164,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0356,2024-12-01,0.582225,0.0,0.20362,P-001,7,15,0.43932499999999997,0.099,0.14004,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0357,2024-01-01,0.08280000000000001,0.0,5e-05,P-001,5,30,0.08285000000000001,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0357,2024-02-01,0.0822,0.0,0.00061,P-001,5,30,0.08280000000000001,0.0,5e-05,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0357,2024-03-01,0.071975,0.0,0.010230000000000001,P-001,5,30,0.0822,0.0,0.00061,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0357,2024-04-01,0.071875,0.0,0.0001,P-001,5,30,0.071975,0.0,0.010230000000000001,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0357,2024-05-01,0.06887499999999999,0.0,0.003,P-001,5,30,0.071875,0.0,0.0001,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0357,2024-06-01,0.023875,0.0,0.04492,P-001,5,30,0.06887499999999999,0.0,0.003,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0357,2024-07-01,0.023075,0.0,0.0007999999999999999,P-001,5,30,0.023875,0.0,0.04492,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0357,2024-08-01,0.022875,0.0,0.0002,P-001,5,30,0.023075,0.0,0.0007999999999999999,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0357,2024-09-01,0.014625,0.0,0.00826,P-001,5,30,0.022875,0.0,0.0002,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0357,2024-10-01,0.014325,0.0,0.0003,P-001,5,30,0.014625,0.0,0.00826,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0357,2024-11-01,0.014325,0.0,0.0,P-001,5,30,0.014325,0.0,0.0003,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0357,2024-12-01,0.014025,0.0,0.0003,P-001,5,30,0.014325,0.0,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0358,2024-01-01,0.00115,0.0,0.0,P-002,4,30,0.00115,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0358,2024-02-01,0.00115,0.0,0.0,P-002,4,30,0.00115,0.0,0.0,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0358,2024-03-01,0.00115,0.0015,0.0015,P-002,4,30,0.00115,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0358,2024-04-01,0.0,0.0,0.0,P-002,4,30,0.00115,0.0015,0.0015,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0358,2024-05-01,0.0,0.0,0.0,P-002,4,30,0.0,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0358,2024-06-01,0.0003,0.0,0.0003,P-002,4,30,0.0,0.0,0.0,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0358,2024-07-01,0.0255,0.0255,0.0,P-002,4,30,0.0003,0.0,0.0003,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0358,2024-08-01,0.025475,0.0,2.9999999999999997e-05,P-002,4,30,0.0255,0.0255,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0358,2024-09-01,0.0,0.0,2.9999999999999997e-05,P-002,4,30,0.025475,0.0,2.9999999999999997e-05,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0358,2024-10-01,0.0,0.0,0.0,P-002,4,30,0.0,0.0,2.9999999999999997e-05,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0358,2024-11-01,0.0,0.0,0.0,P-002,4,30,0.0,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0358,2024-12-01,2.5e-05,0.0,0.00011,P-002,4,30,0.0,0.0,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0362,2024-01-01,0.00325,0.0,0.0,P-002,4,20,0.00325,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0362,2024-02-01,0.00325,0.0,0.0,P-002,4,20,0.00325,0.0,0.0,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0362,2024-03-01,0.00325,0.0,0.0,P-002,4,20,0.00325,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0362,2024-04-01,0.00325,0.0,0.0,P-002,4,20,0.00325,0.0,0.0,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0363,2024-10-01,0.146325,0.0495,0.0,P-001,7,5,0.022625,0.07425000000000001,0.00213,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0363,2024-12-01,0.22225,0.17325000000000002,0.0,P-001,7,5,0.146325,0.0495,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0367,2024-07-01,0.02475,0.0,0.0,P-001,4,20,0.02475,0.02475,0.0,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0367,2024-08-01,0.02425,0.0,0.0005,P-001,4,20,0.02475,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0367,2024-09-01,0.02425,0.0,0.0,P-001,4,20,0.02425,0.0,0.0005,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0367,2024-10-01,0.02425,0.0,0.0,P-001,4,20,0.02425,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0367,2024-11-01,0.02425,0.0,0.0,P-001,4,20,0.02425,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0367,2024-12-01,0.016,0.0,0.00825,P-001,4,20,0.02425,0.0,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0368,2024-10-01,0.00275,0.088,0.0055,P-002,7,35,0.00825,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0368,2024-11-01,0.00275,0.0,0.0,P-002,7,35,0.00275,0.088,0.0055,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0368,2024-12-01,0.09075,0.0,0.0,P-002,7,35,0.00275,0.0,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0373,2024-01-01,5e-05,0.0165,0.0,P-001,7,5,5e-05,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0373,2024-02-01,0.004175,0.0,0.0,P-001,7,5,5e-05,0.0165,0.0,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0373,2024-03-01,0.002625,0.0,0.011389999999999999,P-001,7,5,0.004175,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0373,2024-04-01,0.00255,0.0,0.0,P-001,7,5,0.002625,0.0,0.011389999999999999,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0373,2024-05-01,0.00255,0.0,0.0,P-001,7,5,0.00255,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0373,2024-06-01,0.00255,0.0,0.0,P-001,7,5,0.00255,0.0,0.0,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0373,2024-07-01,0.00255,0.0,0.0,P-001,7,5,0.00255,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0373,2024-08-01,0.00255,0.0,0.0,P-001,7,5,0.00255,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0373,2024-09-01,0.00255,0.0,0.0,P-001,7,5,0.00255,0.0,0.0,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0373,2024-10-01,0.00905,0.0,0.0,P-001,7,5,0.00255,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0373,2024-11-01,0.00815,0.0,0.0009,P-001,7,5,0.00905,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0373,2024-12-01,0.00815,0.0,0.0,P-001,7,5,0.00815,0.0,0.0009,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0374,2024-01-01,0.02435,0.0495,0.024760000000000004,P-001,3,25,0.0491,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0374,2024-02-01,0.02435,0.0,0.0,P-001,3,25,0.02435,0.0495,0.024760000000000004,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0374,2024-03-01,0.049025,0.0495,0.024790000000000003,P-001,3,25,0.02435,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0374,2024-04-01,0.0503,0.0,0.04823,P-001,3,25,0.049025,0.0495,0.024790000000000003,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0374,2024-05-01,0.024024999999999998,0.04932500000000001,0.02628,P-001,3,25,0.0503,0.0,0.04823,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0374,2024-06-01,0.122525,0.0495,0.00033,P-001,3,25,0.024024999999999998,0.04932500000000001,0.02628,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0374,2024-07-01,0.12244999999999999,0.0,0.0,P-001,3,25,0.122525,0.0495,0.00033,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0374,2024-08-01,0.097675,0.07339999999999999,0.02476,P-001,3,25,0.12244999999999999,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0374,2024-09-01,0.08445,0.0,0.08664,P-001,3,25,0.097675,0.07339999999999999,0.02476,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0374,2024-10-01,0.015125,0.07405,0.06931,P-001,3,25,0.08445,0.0,0.08664,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0374,2024-12-01,0.097825,0.0,0.04954,P-001,3,25,0.015125,0.07405,0.06931,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0375,2024-01-01,0.102075,0.051,0.025599999999999998,P-002,5,40,0.000225,0.0765,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0375,2024-02-01,0.102075,0.0,0.0,P-002,5,40,0.102075,0.051,0.025599999999999998,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0375,2024-03-01,0.101775,0.4849,0.0001,P-002,5,40,0.102075,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0375,2024-04-01,0.10175000000000001,0.0,2.9999999999999997e-05,P-002,5,40,0.101775,0.4849,0.0001,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0375,2024-05-01,0.1016,0.0,0.00015000000000000001,P-002,5,40,0.10175000000000001,0.0,2.9999999999999997e-05,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0375,2024-06-01,0.11199999999999999,0.0255,0.11713,P-002,5,40,0.1016,0.0,0.00015000000000000001,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0375,2024-07-01,0.122975,0.062,0.00026999999999999995,P-002,5,40,0.11199999999999999,0.0255,0.11713,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0375,2024-08-01,0.5050250000000001,0.0,0.051,P-002,5,40,0.122975,0.062,0.00026999999999999995,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0375,2024-09-01,0.45370000000000005,0.0,0.05112,P-002,5,40,0.5050250000000001,0.0,0.051,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0375,2024-10-01,0.0967,0.0,0.35701,P-002,5,40,0.45370000000000005,0.0,0.05112,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0375,2024-11-01,0.045649999999999996,0.0,0.05105,P-002,5,40,0.0967,0.0,0.35701,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0375,2024-12-01,0.071125,0.051,0.025529999999999997,P-002,5,40,0.045649999999999996,0.0,0.05105,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0376,2024-01-01,0.0026750000000000003,0.0,0.0,P-002,9,30,0.0026750000000000003,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0376,2024-02-01,0.0026750000000000003,0.0,0.0,P-002,9,30,0.0026750000000000003,0.0,0.0,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0376,2024-03-01,0.0024749999999999998,0.7145999999999999,0.0002,P-002,9,30,0.0026750000000000003,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0376,2024-04-01,0.00215,0.0,0.00033,P-002,9,30,0.0024749999999999998,0.7145999999999999,0.0002,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0376,2024-05-01,0.002075,0.0,7.999999999999999e-05,P-002,9,30,0.00215,0.0,0.00033,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0376,2024-06-01,0.0020499999999999997,0.0,0.0,P-002,9,30,0.002075,0.0,7.999999999999999e-05,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0376,2024-07-01,0.00225,0.0002,0.0765,P-002,9,30,0.0020499999999999997,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0376,2024-08-01,0.537125,0.003,0.1051,P-002,9,30,0.00225,0.0002,0.0765,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0376,2024-09-01,0.230425,0.0,0.30661,P-002,9,30,0.537125,0.003,0.1051,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0376,2024-10-01,0.177775,0.0,0.052649999999999995,P-002,9,30,0.230425,0.0,0.30661,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0376,2024-11-01,0.147775,0.0,0.03,P-002,9,30,0.177775,0.0,0.052649999999999995,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0376,2024-12-01,0.110275,0.0,0.0375,P-002,9,30,0.147775,0.0,0.03,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0377,2024-01-01,0.152225,0.0,0.0,P-002,11,50,0.152225,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0377,2024-02-01,0.152225,0.0,0.0,P-002,11,50,0.152225,0.0,0.0,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0377,2024-03-01,0.152225,0.20429999999999998,0.0,P-002,11,50,0.152225,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0377,2024-04-01,0.152225,0.0,0.0,P-002,11,50,0.152225,0.20429999999999998,0.0,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0377,2024-05-01,0.1522,0.0,0.0,P-002,11,50,0.152225,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0377,2024-06-01,0.1522,0.0,0.0,P-002,11,50,0.1522,0.0,0.0,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0377,2024-07-01,0.1537,0.0015,0.051,P-002,11,50,0.1522,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0377,2024-08-01,0.29744999999999994,0.0,0.009,P-002,11,50,0.1537,0.0015,0.051,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0377,2024-09-01,0.2861,0.0,0.0113,P-002,11,50,0.29744999999999994,0.0,0.009,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0377,2024-10-01,0.2861,0.0,0.0,P-002,11,50,0.2861,0.0,0.0113,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0377,2024-11-01,0.2351,0.0,0.051,P-002,11,50,0.2861,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0377,2024-12-01,0.18405000000000002,0.0,0.05105,P-002,11,50,0.2351,0.0,0.051,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0378,2024-01-01,0.266425,0.0,0.061880000000000004,P-001,8,10,0.089125,0.48125,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0378,2024-02-01,0.47945,0.0,0.02893,P-001,8,10,0.266425,0.0,0.061880000000000004,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0378,2024-03-01,0.318575,0.1925,0.16090000000000002,P-001,8,10,0.47945,0.0,0.02893,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0378,2024-04-01,0.23879999999999998,0.0,0.07979,P-001,8,10,0.318575,0.1925,0.16090000000000002,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0378,2024-05-01,0.351425,0.0,0.07977000000000001,P-001,8,10,0.23879999999999998,0.0,0.07979,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0378,2024-06-01,0.276425,0.0,0.075,P-001,8,10,0.351425,0.0,0.07977000000000001,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0378,2024-07-01,0.226925,0.024749999999999998,0.07425999999999999,P-001,8,10,0.276425,0.0,0.075,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0378,2024-08-01,0.2021,0.0,0.02478,P-001,8,10,0.226925,0.024749999999999998,0.07425999999999999,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0378,2024-09-01,0.1964,0.0,0.0057,P-001,8,10,0.2021,0.0,0.02478,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0378,2024-10-01,0.19345,0.0,0.00296,P-001,8,10,0.1964,0.0,0.0057,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0378,2024-11-01,0.19345,0.0,0.0,P-001,8,10,0.19345,0.0,0.00296,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0378,2024-12-01,0.1682,0.0,0.02525,P-001,8,10,0.19345,0.0,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0379,2024-01-01,0.33075,0.5940000000000001,0.54672,P-001,8,15,0.085875,0.495,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0379,2024-02-01,0.4733,0.29700000000000004,0.30272,P-001,8,15,0.33075,0.5940000000000001,0.54672,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0379,2024-03-01,0.525225,0.4455,0.25401,P-001,8,15,0.4733,0.29700000000000004,0.30272,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0379,2024-04-01,1.1119,0.5940000000000001,0.30427,P-001,8,15,0.525225,0.4455,0.25401,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0379,2024-05-01,0.654425,0.22275,0.55638,P-001,8,15,1.1119,0.5940000000000001,0.30427,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0379,2024-06-01,0.690375,0.14850000000000002,0.23629,P-001,8,15,0.654425,0.22275,0.55638,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0379,2024-07-01,0.656575,0.14850000000000002,0.18232,P-001,8,15,0.690375,0.14850000000000002,0.23629,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0379,2024-08-01,0.4929,0.29700000000000004,0.26249,P-001,8,15,0.656575,0.14850000000000002,0.18232,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0379,2024-09-01,0.32882500000000003,0.396,0.48585,P-001,8,15,0.4929,0.29700000000000004,0.26249,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0379,2024-10-01,0.45205,0.29700000000000004,0.14896,P-001,8,15,0.32882500000000003,0.396,0.48585,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0379,2024-11-01,0.619425,0.0,0.12965000000000002,P-001,8,15,0.45205,0.29700000000000004,0.14896,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0379,2024-12-01,0.42794999999999994,0.0,0.19149,P-001,8,15,0.619425,0.0,0.12965000000000002,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0380,2024-01-01,0.056749999999999995,0.0,0.19813,P-001,8,20,0.25495,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0380,2024-02-01,0.0319,0.1925,0.02475,P-001,8,20,0.056749999999999995,0.0,0.19813,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0380,2024-03-01,0.125125,0.07012499999999999,0.00028,P-001,8,20,0.0319,0.1925,0.02475,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0380,2024-04-01,0.21175,0.02475,0.01238,P-001,8,20,0.125125,0.07012499999999999,0.00028,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0380,2024-05-01,0.207575,0.0,0.09906999999999999,P-001,8,20,0.21175,0.02475,0.01238,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0380,2024-06-01,0.18270000000000003,0.0,0.02488,P-001,8,20,0.207575,0.0,0.09906999999999999,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0380,2024-07-01,0.10255,0.0,0.08016999999999999,P-001,8,20,0.18270000000000003,0.0,0.02488,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0380,2024-08-01,0.0275,0.0,0.07506,P-001,8,20,0.10255,0.0,0.08016999999999999,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0380,2024-09-01,0.0275,0.0,0.0,P-001,8,20,0.0275,0.0,0.07506,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0380,2024-10-01,0.0275,0.0,0.0,P-001,8,20,0.0275,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0380,2024-11-01,0.0275,0.0,0.0,P-001,8,20,0.0275,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0380,2024-12-01,0.0275,0.0,0.0,P-001,8,20,0.0275,0.0,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0381,2024-01-01,0.0494,0.0,0.0,P-001,6,25,0.0494,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0381,2024-02-01,0.0494,0.0,0.0,P-001,6,25,0.0494,0.0,0.0,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0381,2024-03-01,0.0493,0.0,0.0001,P-001,6,25,0.0494,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0381,2024-04-01,0.0493,0.0,0.0,P-001,6,25,0.0493,0.0,0.0001,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0381,2024-05-01,0.04895,0.0,0.00035,P-001,6,25,0.0493,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0381,2024-06-01,0.04895,0.0,0.0,P-001,6,25,0.04895,0.0,0.00035,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0381,2024-07-01,0.03795,0.0,0.011,P-001,6,25,0.04895,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0381,2024-08-01,0.0495,0.07425000000000001,0.037849999999999995,P-001,6,25,0.03795,0.0,0.011,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0381,2024-09-01,0.07425,0.0,0.0,P-001,6,25,0.0495,0.07425000000000001,0.037849999999999995,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0381,2024-10-01,0.07425,0.0,0.0,P-001,6,25,0.07425,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0381,2024-11-01,0.07425,0.0,0.0,P-001,6,25,0.07425,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0381,2024-12-01,0.07425,0.0,0.0,P-001,6,25,0.07425,0.0,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0382,2024-01-01,0.3328,0.891,1.31187,P-001,6,10,1.545775,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0382,2024-02-01,0.8712,0.4455,0.64902,P-001,6,10,0.3328,0.891,1.31187,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0382,2024-03-01,1.06025,0.891,0.5776100000000001,P-001,6,10,0.8712,0.4455,0.64902,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0382,2024-04-01,1.0958750000000002,1.6335000000000002,0.85528,P-001,6,10,1.06025,0.891,0.5776100000000001,4,0.8660254037844387,-0.49999999999999983
