DATE,PLANT_NAME,MATERIAL_NAME,NET_QUANTITY_MT,TYPE,MODE_OF_TRANSPORT,CUSTOMER_NUMBER
2024/01/19,CHINA-WAREHOUSE,MAT-0332,7.43,Outbound,Truck,CST-00161
2024/01/19,CHINA-WAREHOUSE,MAT-0332,10.0,Outbound,Truck,CST-00161
2024/01/19,CHINA-WAREHOUSE,MAT-0332,1.0,Outbound,Truck,CST-00161
2024/01/19,CHINA-WAREHOUSE,MAT-0332,0.43,Outbound,Truck,CST-00161
2024/01/19,CHINA-WAREHOUSE,MAT-0321,24.75,Outbound,Truck,CST-00086
2024/01/19,CHINA-WAREHOUSE,MAT-0321,24.75,Outbound,Truck,CST-00086
2024/01/19,CHINA-WAREHOUSE,MAT-0332,20.0,Outbound,Truck,CST-00161
2024/01/19,CHINA-WAREHOUSE,MAT-0145,15.0,Outbound,Truck,CST-00180
2024/01/20,CHINA-WAREHOUSE,MAT-0145,25.5,Outbound,Truck,CST-00037
2024/01/20,CHINA-WAREHOUSE,MAT-0145,25.5,Outbound,Truck,CST-00044
2024/01/20,CHINA-WAREHOUSE,MAT-0145,25.5,Outbound,Truck,CST-00258
2024/01/20,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00058
2024/01/20,CHINA-WAREHOUSE,MAT-0378,24.75,Outbound,Truck,CST-00059
2024/01/20,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00058
2024/01/20,CHINA-WAREHOUSE,MAT-0379,24.75,Outbound,Truck,CST-00093
2024/01/20,CHINA-WAREHOUSE,MAT-0379,24.75,Outbound,Truck,CST-00093
2024/01/20,CHINA-WAREHOUSE,MAT-0379,9.63,Outbound,Truck,CST-00259
2024/01/20,CHINA-WAREHOUSE,MAT-0379,4.13,Outbound,Truck,CST-00259
2024/01/20,CHINA-WAREHOUSE,MAT-0146,11.0,Outbound,Truck,CST-00259
2024/01/20,CHINA-WAREHOUSE,MAT-0145,9.63,Outbound,Truck,CST-00260
2024/01/20,CHINA-WAREHOUSE,MAT-0001,18.0,Outbound,Truck,CST-00261
2024/01/20,CHINA-WAREHOUSE,MAT-0206,22.5,Outbound,Truck,CST-00030
2024/01/20,CHINA-WAREHOUSE,MAT-0206,0.3,Outbound,Truck,CST-00262
2024/01/20,CHINA-WAREHOUSE,MAT-0379,6.88,Outbound,Truck,CST-00125
2024/01/20,CHINA-WAREHOUSE,MAT-0390,0.1,Outbound,Truck,CST-00025
2024/01/20,CHINA-WAREHOUSE,MAT-0145,12.0,Outbound,Truck,CST-00263
2024/01/20,CHINA-WAREHOUSE,MAT-0206,17.5,Outbound,Truck,CST-00030
2024/01/20,CHINA-WAREHOUSE,MAT-0206,0.1,Outbound,Truck,CST-00030
2024/01/20,CHINA-WAREHOUSE,MAT-0206,4.9,Outbound,Truck,CST-00030
2024/01/20,CHINA-WAREHOUSE,MAT-0013,3.0,Outbound,Truck,CST-00031
2024/01/20,CHINA-WAREHOUSE,MAT-0332,20.0,Outbound,Truck,CST-00161
2024/01/20,CHINA-WAREHOUSE,MAT-0009,20.8,Outbound,Truck,CST-00165
2024/01/20,CHINA-WAREHOUSE,MAT-0332,20.0,Outbound,Truck,CST-00165
2024/01/20,CHINA-WAREHOUSE,MAT-0142,18.0,Outbound,Truck,CST-00264
2024/01/20,CHINA-WAREHOUSE,MAT-0103,17.88,Outbound,Truck,CST-00074
2024/01/20,CHINA-WAREHOUSE,MAT-0103,6.88,Outbound,Truck,CST-00074
2024/01/20,CHINA-WAREHOUSE,MAT-0103,23.38,Outbound,Truck,CST-00074
2024/01/20,CHINA-WAREHOUSE,MAT-0103,1.38,Outbound,Truck,CST-00074
2024/01/20,CHINA-WAREHOUSE,MAT-0332,20.0,Outbound,Truck,CST-00165
2024/01/20,CHINA-WAREHOUSE,MAT-0332,20.0,Outbound,Truck,CST-00165
2024/01/20,CHINA-WAREHOUSE,MAT-0332,20.0,Outbound,Truck,CST-00165
2024/01/20,CHINA-WAREHOUSE,MAT-0332,20.0,Outbound,Truck,CST-00161
2024/01/20,CHINA-WAREHOUSE,MAT-0332,20.0,Outbound,Truck,CST-00161
2024/01/20,CHINA-WAREHOUSE,MAT-0137,24.75,Outbound,Truck,CST-00074
2024/01/20,CHINA-WAREHOUSE,MAT-0332,0.08,Outbound,Truck,CST-00161
2024/01/20,CHINA-WAREHOUSE,MAT-0332,5.0,Outbound,Truck,CST-00161
2024/01/20,CHINA-WAREHOUSE,MAT-0332,14.93,Outbound,Truck,CST-00161
2024/01/20,CHINA-WAREHOUSE,MAT-0332,0.7,Outbound,Truck,CST-00165
2024/01/20,CHINA-WAREHOUSE,MAT-0332,1.15,Outbound,Truck,CST-00165
2024/01/20,CHINA-WAREHOUSE,MAT-0332,0.65,Outbound,Truck,CST-00165
2024/01/20,CHINA-WAREHOUSE,MAT-0332,17.5,Outbound,Truck,CST-00165
2024/01/22,CHINA-WAREHOUSE,MAT-0145,25.5,Outbound,Truck,CST-00038
2024/01/22,CHINA-WAREHOUSE,MAT-0145,25.5,Outbound,Truck,CST-00039
2024/01/22,CHINA-WAREHOUSE,MAT-0268,25.5,Outbound,Truck,CST-00265
2024/01/22,CHINA-WAREHOUSE,MAT-0144,25.5,Outbound,Truck,CST-00090
2024/01/22,CHINA-WAREHOUSE,MAT-0144,25.5,Outbound,Truck,CST-00090
2024/01/22,CHINA-WAREHOUSE,MAT-0144,25.5,Outbound,Truck,CST-00090
2024/01/22,CHINA-WAREHOUSE,MAT-0144,25.5,Outbound,Truck,CST-00090
2024/01/22,CHINA-WAREHOUSE,MAT-0144,25.5,Outbound,Truck,CST-00090
2024/01/22,CHINA-WAREHOUSE,MAT-0144,25.5,Outbound,Truck,CST-00090
2024/01/22,CHINA-WAREHOUSE,MAT-0144,25.5,Outbound,Truck,CST-00090
2024/01/22,CHINA-WAREHOUSE,MAT-0144,25.5,Outbound,Truck,CST-00090
2024/01/22,CHINA-WAREHOUSE,MAT-0144,25.5,Outbound,Truck,CST-00090
2024/01/22,CHINA-WAREHOUSE,MAT-0001,25.5,Outbound,Truck,CST-00126
2024/01/22,CHINA-WAREHOUSE,MAT-0268,25.5,Outbound,Truck,CST-00266
2024/01/22,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00058
2024/01/22,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00058
2024/01/22,CHINA-WAREHOUSE,MAT-0256,24.75,Outbound,Truck,CST-00216
2024/01/22,CHINA-WAREHOUSE,MAT-0353,24.75,Outbound,Truck,CST-00023
2024/01/22,CHINA-WAREHOUSE,MAT-0379,24.75,Outbound,Truck,CST-00267
2024/01/22,CHINA-WAREHOUSE,MAT-0065,24.75,Outbound,Truck,CST-00268
2024/01/22,CHINA-WAREHOUSE,MAT-0321,24.75,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0321,24.75,Outbound,Truck,CST-00169
2024/01/22,CHINA-WAREHOUSE,MAT-0321,24.75,Outbound,Truck,CST-00169
2024/01/22,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00052
2024/01/22,CHINA-WAREHOUSE,MAT-0379,24.75,Outbound,Truck,CST-00269
2024/01/22,CHINA-WAREHOUSE,MAT-0379,24.75,Outbound,Truck,CST-00248
2024/01/22,CHINA-WAREHOUSE,MAT-0379,24.75,Outbound,Truck,CST-00248
2024/01/22,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00086
2024/01/22,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00086
2024/01/22,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00086
2024/01/22,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00086
2024/01/22,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00093
2024/01/22,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00093
2024/01/22,CHINA-WAREHOUSE,MAT-0206,0.05,Outbound,Truck,CST-00030
2024/01/22,CHINA-WAREHOUSE,MAT-0206,20.0,Outbound,Truck,CST-00030
2024/01/22,CHINA-WAREHOUSE,MAT-0206,0.03,Outbound,Truck,CST-00030
2024/01/22,CHINA-WAREHOUSE,MAT-0142,10.5,Outbound,Truck,CST-00218
2024/01/22,CHINA-WAREHOUSE,MAT-0206,2.43,Outbound,Truck,CST-00030
2024/01/22,CHINA-WAREHOUSE,MAT-0314,3.0,Outbound,Truck,CST-00123
2024/01/22,CHINA-WAREHOUSE,MAT-0413,0.48,Outbound,Truck,CST-00270
2024/01/22,CHINA-WAREHOUSE,MAT-0413,1.15,Outbound,Truck,CST-00270
2024/01/22,CHINA-WAREHOUSE,MAT-0413,1.28,Outbound,Truck,CST-00270
2024/01/22,CHINA-WAREHOUSE,MAT-0413,0.1,Outbound,Truck,CST-00270
2024/01/22,CHINA-WAREHOUSE,MAT-0007,20.63,Outbound,Truck,CST-00014
2024/01/22,CHINA-WAREHOUSE,MAT-0332,20.0,Outbound,Truck,CST-00161
2024/01/22,CHINA-WAREHOUSE,MAT-0013,9.0,Outbound,Truck,CST-00065
2024/01/22,CHINA-WAREHOUSE,MAT-0259,0.75,Outbound,Truck,CST-00271
2024/01/22,CHINA-WAREHOUSE,MAT-0259,10.0,Outbound,Truck,CST-00271
2024/01/22,CHINA-WAREHOUSE,MAT-0259,10.0,Outbound,Truck,CST-00271
2024/01/22,CHINA-WAREHOUSE,MAT-0259,1.18,Outbound,Truck,CST-00271
2024/01/22,CHINA-WAREHOUSE,MAT-0259,0.58,Outbound,Truck,CST-00271
2024/01/22,CHINA-WAREHOUSE,MAT-0145,22.5,Outbound,Truck,CST-00123
2024/01/22,CHINA-WAREHOUSE,MAT-0314,4.5,Outbound,Truck,CST-00218
2024/01/22,CHINA-WAREHOUSE,MAT-0065,1.38,Outbound,Truck,CST-00268
2024/01/22,CHINA-WAREHOUSE,MAT-0001,25.5,Outbound,Truck,CST-00090
2024/01/22,CHINA-WAREHOUSE,MAT-0353,4.13,Outbound,Truck,CST-00014
2024/01/22,CHINA-WAREHOUSE,MAT-0332,20.0,Outbound,Truck,CST-00161
2024/01/22,CHINA-WAREHOUSE,MAT-0332,20.0,Outbound,Truck,CST-00161
2024/01/22,CHINA-WAREHOUSE,MAT-0332,20.0,Outbound,Truck,CST-00161
2024/01/22,CHINA-WAREHOUSE,MAT-0112,1.3,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0112,1.33,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0112,1.33,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0112,1.33,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0112,1.3,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0112,1.1,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0112,1.33,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0112,1.3,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0112,1.33,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0112,1.3,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0112,1.3,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0112,1.33,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0112,0.93,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0112,1.3,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0112,1.3,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0112,1.33,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0112,0.55,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0112,1.25,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0112,1.28,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0112,1.28,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0382,24.75,Outbound,Truck,CST-00008
2024/01/22,CHINA-WAREHOUSE,MAT-0332,14.93,Outbound,Truck,CST-00161
2024/01/22,CHINA-WAREHOUSE,MAT-0332,0.08,Outbound,Truck,CST-00161
2024/01/22,CHINA-WAREHOUSE,MAT-0332,5.0,Outbound,Truck,CST-00161
2024/01/22,CHINA-WAREHOUSE,MAT-0001,25.5,Outbound,Truck,CST-00090
2024/01/22,CHINA-WAREHOUSE,MAT-0328,16.5,Outbound,Truck,CST-00065
2024/01/22,CHINA-WAREHOUSE,MAT-0001,0.08,Outbound,Truck,CST-00090
2024/01/22,CHINA-WAREHOUSE,MAT-0001,25.5,Outbound,Truck,CST-00090
2024/01/22,CHINA-WAREHOUSE,MAT-0001,14.93,Outbound,Truck,CST-00090
2024/01/22,CHINA-WAREHOUSE,MAT-0001,25.5,Outbound,Truck,CST-00090
2024/01/22,CHINA-WAREHOUSE,MAT-0001,10.5,Outbound,Truck,CST-00090
2024/01/23,CHINA-WAREHOUSE,MAT-0001,25.5,Outbound,Truck,CST-00178
2024/01/23,CHINA-WAREHOUSE,MAT-0142,25.5,Outbound,Truck,CST-00179
2024/01/23,CHINA-WAREHOUSE,MAT-0145,25.5,Outbound,Truck,CST-00244
2024/01/23,CHINA-WAREHOUSE,MAT-0145,25.5,Outbound,Truck,CST-00063
2024/01/23,CHINA-WAREHOUSE,MAT-0145,25.5,Outbound,Truck,CST-00008
2024/01/23,CHINA-WAREHOUSE,MAT-0270,25.5,Outbound,Truck,CST-00135
2024/01/23,CHINA-WAREHOUSE,MAT-0001,25.5,Outbound,Truck,CST-00178
2024/01/23,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00272
2024/01/23,CHINA-WAREHOUSE,MAT-0379,24.75,Outbound,Truck,CST-00273
2024/01/23,CHINA-WAREHOUSE,MAT-0379,24.75,Outbound,Truck,CST-00182
2024/01/23,CHINA-WAREHOUSE,MAT-0321,24.75,Outbound,Truck,CST-00274
2024/01/23,CHINA-WAREHOUSE,MAT-0415,24.75,Outbound,Truck,CST-00049
2024/01/23,CHINA-WAREHOUSE,MAT-0321,24.75,Outbound,Truck,CST-00275
2024/01/23,CHINA-WAREHOUSE,MAT-0415,24.75,Outbound,Truck,CST-00169
2024/01/23,CHINA-WAREHOUSE,MAT-0415,24.75,Outbound,Truck,CST-00169
2024/01/23,CHINA-WAREHOUSE,MAT-0379,24.75,Outbound,Truck,CST-00276
2024/01/23,CHINA-WAREHOUSE,MAT-0379,24.75,Outbound,Truck,CST-00276
2024/01/23,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00114
2024/01/23,CHINA-WAREHOUSE,MAT-0266,24.75,Outbound,Truck,CST-00277
2024/01/23,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00272
2024/01/23,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00272
2024/01/23,CHINA-WAREHOUSE,MAT-0322,24.75,Outbound,Truck,CST-00046
2024/01/23,CHINA-WAREHOUSE,MAT-0415,24.75,Outbound,Truck,CST-00169
2024/01/23,CHINA-WAREHOUSE,MAT-0146,24.75,Outbound,Truck,CST-00074
2024/01/23,CHINA-WAREHOUSE,MAT-0380,24.75,Outbound,Truck,CST-00093
2024/01/23,CHINA-WAREHOUSE,MAT-0380,24.75,Outbound,Truck,CST-00093
2024/01/23,CHINA-WAREHOUSE,MAT-0380,24.75,Outbound,Truck,CST-00093
2024/01/23,CHINA-WAREHOUSE,MAT-0001,3.0,Outbound,Truck,CST-00278
2024/01/23,CHINA-WAREHOUSE,MAT-0145,3.0,Outbound,Truck,CST-00279
2024/01/23,CHINA-WAREHOUSE,MAT-0328,7.5,Outbound,Truck,CST-00108
2024/01/23,CHINA-WAREHOUSE,MAT-0328,3.0,Outbound,Truck,CST-00108
2024/01/23,CHINA-WAREHOUSE,MAT-0314,10.5,Outbound,Truck,CST-00280
2024/01/23,CHINA-WAREHOUSE,MAT-0319,2.75,Outbound,Truck,CST-00272
2024/01/23,CHINA-WAREHOUSE,MAT-0319,22.0,Outbound,Truck,CST-00272
2024/01/23,CHINA-WAREHOUSE,MAT-0390,5.5,Outbound,Truck,CST-00125
2024/01/23,CHINA-WAREHOUSE,MAT-0319,0.03,Outbound,Truck,CST-00215
2024/01/23,CHINA-WAREHOUSE,MAT-0416,0.08,Outbound,Truck,CST-00281
2024/01/23,CHINA-WAREHOUSE,MAT-0137,11.0,Outbound,Truck,CST-00247
2024/01/23,CHINA-WAREHOUSE,MAT-0151,2.75,Outbound,Truck,CST-00216
2024/01/23,CHINA-WAREHOUSE,MAT-0013,15.0,Outbound,Truck,CST-00037
2024/01/23,CHINA-WAREHOUSE,MAT-0314,10.5,Outbound,Truck,CST-00282
2024/01/23,CHINA-WAREHOUSE,MAT-0236,0.2,Outbound,Truck,CST-00283
2024/01/23,CHINA-WAREHOUSE,MAT-0015,0.3,Outbound,Truck,CST-00284
2024/01/23,CHINA-WAREHOUSE,MAT-0015,0.1,Outbound,Truck,CST-00284
2024/01/23,CHINA-WAREHOUSE,MAT-0380,16.5,Outbound,Truck,CST-00093
2024/01/23,CHINA-WAREHOUSE,MAT-0380,4.13,Outbound,Truck,CST-00093
2024/01/23,CHINA-WAREHOUSE,MAT-0380,4.13,Outbound,Truck,CST-00093
2024/01/23,CHINA-WAREHOUSE,MAT-0332,10.0,Outbound,Truck,CST-00161
2024/01/23,CHINA-WAREHOUSE,MAT-0332,10.0,Outbound,Truck,CST-00161
2024/01/23,CHINA-WAREHOUSE,MAT-0145,1.5,Outbound,Truck,CST-00285
2024/01/23,CHINA-WAREHOUSE,MAT-0145,12.0,Outbound,Truck,CST-00285
2024/01/23,CHINA-WAREHOUSE,MAT-0001,19.5,Outbound,Truck,CST-00218
2024/01/23,CHINA-WAREHOUSE,MAT-0143,3.0,Outbound,Truck,CST-00144
2024/01/23,CHINA-WAREHOUSE,MAT-0082,22.5,Outbound,Truck,CST-00177
2024/01/23,CHINA-WAREHOUSE,MAT-0143,22.5,Outbound,Truck,CST-00144
2024/01/23,CHINA-WAREHOUSE,MAT-0270,15.0,Outbound,Truck,CST-00108
2024/01/23,CHINA-WAREHOUSE,MAT-0145,3.0,Outbound,Truck,CST-00280
2024/01/23,CHINA-WAREHOUSE,MAT-0382,24.75,Outbound,Truck,CST-00049
2024/01/23,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00049
2024/01/23,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00049
2024/01/23,CHINA-WAREHOUSE,MAT-0322,24.75,Outbound,Truck,CST-00049
2024/01/23,CHINA-WAREHOUSE,MAT-0145,1.5,Outbound,Truck,CST-00244
2024/01/23,CHINA-WAREHOUSE,MAT-0144,10.5,Outbound,Truck,CST-00037
2024/01/23,CHINA-WAREHOUSE,MAT-0332,20.0,Outbound,Truck,CST-00161
2024/01/23,CHINA-WAREHOUSE,MAT-0332,20.0,Outbound,Truck,CST-00161
2024/01/23,CHINA-WAREHOUSE,MAT-0332,18.75,Outbound,Truck,CST-00161
2024/01/23,CHINA-WAREHOUSE,MAT-0332,1.25,Outbound,Truck,CST-00161
2024/01/23,CHINA-WAREHOUSE,MAT-0332,20.0,Outbound,Truck,CST-00161
2024/01/23,CHINA-WAREHOUSE,MAT-0314,4.5,Outbound,Truck,CST-00285
2024/01/24,CHINA-WAREHOUSE,MAT-0001,25.5,Outbound,Truck,CST-00178
2024/01/24,CHINA-WAREHOUSE,MAT-0001,25.5,Outbound,Truck,CST-00178
2024/01/24,CHINA-WAREHOUSE,MAT-0328,25.5,Outbound,Truck,CST-00039
2024/01/24,CHINA-WAREHOUSE,MAT-0145,25.5,Outbound,Truck,CST-00286
2024/01/24,CHINA-WAREHOUSE,MAT-0144,25.5,Outbound,Truck,CST-00182
2024/01/24,CHINA-WAREHOUSE,MAT-0428,24.75,Outbound,Truck,CST-00004
2024/01/24,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00108
2024/01/24,CHINA-WAREHOUSE,MAT-0049,24.75,Outbound,Truck,CST-00287
2024/01/24,CHINA-WAREHOUSE,MAT-0084,24.75,Outbound,Truck,CST-00240
2024/01/24,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00012
2024/01/24,CHINA-WAREHOUSE,MAT-0321,24.75,Outbound,Truck,CST-00074
2024/01/24,CHINA-WAREHOUSE,MAT-0015,24.75,Outbound,Truck,CST-00017
2024/01/24,CHINA-WAREHOUSE,MAT-0143,12.0,Outbound,Truck,CST-00003
2024/01/24,CHINA-WAREHOUSE,MAT-0053,0.1,Outbound,Truck,CST-00015
2024/01/24,CHINA-WAREHOUSE,MAT-0229,2.75,Outbound,Truck,CST-00288
2024/01/24,CHINA-WAREHOUSE,MAT-0325,6.88,Outbound,Truck,CST-00017
2024/01/24,CHINA-WAREHOUSE,MAT-0268,0.03,Outbound,Truck,CST-00025
2024/01/24,CHINA-WAREHOUSE,MAT-0234,0.05,Outbound,Truck,CST-00025
2024/01/24,CHINA-WAREHOUSE,MAT-0085,0.1,Outbound,Truck,CST-00025
2024/01/24,CHINA-WAREHOUSE,MAT-0035,0.05,Outbound,Truck,CST-00025
2024/01/24,CHINA-WAREHOUSE,MAT-0145,0.03,Outbound,Truck,CST-00025
2024/01/24,CHINA-WAREHOUSE,MAT-0053,9.63,Outbound,Truck,CST-00289
2024/01/24,CHINA-WAREHOUSE,MAT-0196,0.7,Outbound,Truck,CST-00190
2024/01/24,CHINA-WAREHOUSE,MAT-0338,1.5,Outbound,Truck,CST-00126
2024/01/24,CHINA-WAREHOUSE,MAT-0382,0.08,Outbound,Truck,CST-00052
2024/01/24,CHINA-WAREHOUSE,MAT-0229,1.38,Outbound,Truck,CST-00014
2024/01/24,CHINA-WAREHOUSE,MAT-0229,23.38,Outbound,Truck,CST-00014
2024/01/24,CHINA-WAREHOUSE,MAT-0082,22.5,Outbound,Truck,CST-00084
2024/01/24,CHINA-WAREHOUSE,MAT-0144,18.0,Outbound,Truck,CST-00290
2024/01/24,CHINA-WAREHOUSE,MAT-0015,24.43,Outbound,Truck,CST-00148
2024/01/24,CHINA-WAREHOUSE,MAT-0314,15.53,Outbound,Truck,CST-00105
2024/01/24,CHINA-WAREHOUSE,MAT-0314,2.48,Outbound,Truck,CST-00105
2024/01/24,CHINA-WAREHOUSE,MAT-0178,0.03,Outbound,Truck,CST-00025
2024/01/24,CHINA-WAREHOUSE,MAT-0356,0.35,Outbound,Truck,CST-00025
2024/01/24,CHINA-WAREHOUSE,MAT-0356,0.05,Outbound,Truck,CST-00025
2024/01/24,CHINA-WAREHOUSE,MAT-0145,25.5,Outbound,Truck,CST-00105
2024/01/24,CHINA-WAREHOUSE,MAT-0145,7.5,Outbound,Truck,CST-00105
2024/01/24,CHINA-WAREHOUSE,MAT-0322,24.75,Outbound,Truck,CST-00049
2024/01/24,CHINA-WAREHOUSE,MAT-0382,0.1,Outbound,Truck,CST-00008
2024/01/24,CHINA-WAREHOUSE,MAT-0382,15.03,Outbound,Truck,CST-00008
2024/01/24,CHINA-WAREHOUSE,MAT-0382,9.63,Outbound,Truck,CST-00008
2024/01/24,CHINA-WAREHOUSE,MAT-0379,5.5,Outbound,Truck,CST-00289
2024/01/24,CHINA-WAREHOUSE,MAT-0386,5.5,Outbound,Truck,CST-00008
2024/01/24,CHINA-WAREHOUSE,MAT-0386,16.43,Outbound,Truck,CST-00008
2024/01/24,CHINA-WAREHOUSE,MAT-0386,2.75,Outbound,Truck,CST-00008
2024/01/24,CHINA-WAREHOUSE,MAT-0386,0.08,Outbound,Truck,CST-00008
2024/01/24,CHINA-WAREHOUSE,MAT-0097,0.8,Outbound,Truck,CST-00074
2024/01/24,CHINA-WAREHOUSE,MAT-0097,22.58,Outbound,Truck,CST-00074
2024/01/24,CHINA-WAREHOUSE,MAT-0112,24.75,Outbound,Truck,CST-00008
2024/01/24,CHINA-WAREHOUSE,MAT-0319,24.75,Outbound,Truck,CST-00086
2024/01/25,CHINA-WAREHOUSE,MAT-0001,25.5,Outbound,Truck,CST-00178
2024/01/25,CHINA-WAREHOUSE,MAT-0001,25.5,Outbound,Truck,CST-00159
2024/01/25,CHINA-WAREHOUSE,MAT-0001,25.5,Outbound,Truck,CST-00178
2024/01/25,CHINA-WAREHOUSE,MAT-0389,25.5,Outbound,Truck,CST-00291
2024/01/25,CHINA-WAREHOUSE,MAT-0145,25.5,Outbound,Truck,CST-00039
2024/01/25,CHINA-WAREHOUSE,MAT-0145,25.5,Outbound,Truck,CST-00038
2024/01/25,CHINA-WAREHOUSE,MAT-0328,25.5,Outbound,Truck,CST-00039
2024/01/25,CHINA-WAREHOUSE,MAT-0145,25.5,Outbound,Truck,CST-00140
2024/01/25,CHINA-WAREHOUSE,MAT-0145,25.5,Outbound,Truck,CST-00041
2024/01/25,CHINA-WAREHOUSE,MAT-0145,25.5,Outbound,Truck,CST-00227
2024/01/25,CHINA-WAREHOUSE,MAT-0145,25.5,Outbound,Truck,CST-00008
2024/01/25,CHINA-WAREHOUSE,MAT-0145,25.5,Outbound,Truck,CST-00045
2024/01/25,CHINA-WAREHOUSE,MAT-0264,24.75,Outbound,Truck,CST-00005
2024/01/25,CHINA-WAREHOUSE,MAT-0415,24.75,Outbound,Truck,CST-00049
2024/01/25,CHINA-WAREHOUSE,MAT-0198,24.75,Outbound,Truck,CST-00003
2024/01/25,CHINA-WAREHOUSE,MAT-0198,24.75,Outbound,Truck,CST-00003
2024/01/25,CHINA-WAREHOUSE,MAT-0112,24.75,Outbound,Truck,CST-00018
2024/01/25,CHINA-WAREHOUSE,MAT-0321,24.75,Outbound,Truck,CST-00035
2024/01/25,CHINA-WAREHOUSE,MAT-0321,24.75,Outbound,Truck,CST-00008
2024/01/25,CHINA-WAREHOUSE,MAT-0265,24.75,Outbound,Truck,CST-00072
2024/01/25,CHINA-WAREHOUSE,MAT-0265,24.75,Outbound,Truck,CST-00072
2024/01/25,CHINA-WAREHOUSE,MAT-0265,24.75,Outbound,Truck,CST-00072
2024/01/25,CHINA-WAREHOUSE,MAT-0265,24.75,Outbound,Truck,CST-00072
2024/01/25,CHINA-WAREHOUSE,MAT-0382,24.75,Outbound,Truck,CST-00092
2024/01/25,CHINA-WAREHOUSE,MAT-0379,24.75,Outbound,Truck,CST-00248
2024/01/25,CHINA-WAREHOUSE,MAT-0382,24.75,Outbound,Truck,CST-00169
2024/01/25,CHINA-WAREHOUSE,MAT-0382,24.75,Outbound,Truck,CST-00169
2024/01/25,CHINA-WAREHOUSE,MAT-0321,24.75,Outbound,Truck,CST-00074
2024/01/25,CHINA-WAREHOUSE,MAT-0264,24.75,Outbound,Truck,CST-00121
2024/01/25,CHINA-WAREHOUSE,MAT-0382,24.75,Outbound,Truck,CST-00086
2024/01/25,CHINA-WAREHOUSE,MAT-0265,24.75,Outbound,Truck,CST-00017
2024/01/25,CHINA-WAREHOUSE,MAT-0353,24.75,Outbound,Truck,CST-00148
2024/01/25,CHINA-WAREHOUSE,MAT-0143,12.0,Outbound,Truck,CST-00003
2024/01/25,CHINA-WAREHOUSE,MAT-0198,20.63,Outbound,Truck,CST-00003
2024/01/25,CHINA-WAREHOUSE,MAT-0198,5.5,Outbound,Truck,CST-00003
2024/01/25,CHINA-WAREHOUSE,MAT-0198,0.13,Outbound,Truck,CST-00003
